,theta_min,theta_max,t_min,t_max,velocity,Peak Stress (MPa),Strain Energy Density (MPa)
390,1.1989,0.8333,1.42379,2.17917,0.0,0.55072,0.16741
391,1.0515,1.4341,1.60045,1.96175,0.0,0.35285,0.12146
392,1.194,1.2175,1.43363,2.16752,0.0,0.37133,0.11797
393,0.9623,1.1873,2.57585,1.05709,0.0,0.67423,0.15716
394,1.3649,0.9634,2.00322,1.58294,0.0,0.46848,0.14392
395,1.408,1.0052,2.10858,1.46478,0.0,0.39819,0.13565
396,1.4555,1.2172,1.13696,2.41249,0.0,0.36872,0.10122
397,1.3102,0.8055,1.5784,2.00482,0.0,0.60091,0.15427
398,1.4577,1.3117,2.4749,1.03605,0.0,0.43078,0.09405
399,1.5615,1.4419,2.34033,1.0819,0.0,0.33764,0.07336
400,1.0532,1.1388,2.84458,0.80512,0.0,0.77404,0.14953
401,0.8684,1.2001,1.84738,1.75946,0.0,0.55807,0.1646
402,1.2686,1.3261,1.47351,2.08622,0.0,0.34136,0.10451
403,1.3229,1.0911,1.14092,2.46563,0.0,0.46667,0.12938
404,1.3467,1.3372,0.96047,2.59089,0.0,0.40941,0.10223
405,1.1098,1.2697,1.93318,1.66775,0.0,0.37994,0.12209
406,1.2628,0.903,1.40877,2.20003,0.0,0.59374,0.15423
407,1.3726,1.5664,0.73997,2.71095,0.0,0.73411,0.08643
408,1.2415,1.2781,2.09674,1.48266,0.0,0.36968,0.10653
409,1.2855,0.8039,1.63828,1.94746,0.0,0.5869,0.15744
410,1.1227,1.0026,1.45197,2.17543,0.0,0.55988,0.16433
411,0.7935,1.0283,2.91253,0.69782,0.0,1.07232,0.18668
412,1.181,1.5289,1.65769,1.8515,0.0,0.28763,0.09128
413,1.4206,0.8648,2.03307,1.5346,0.0,0.44013,0.15493
414,1.1349,1.4981,2.49274,1.066,0.0,0.45052,0.10998
415,1.4067,1.1326,1.29503,2.27967,0.0,0.39381,0.11423
416,0.9199,1.4847,1.34383,2.20706,0.0,0.55278,0.14623
417,1.0364,0.9519,2.59532,1.04256,0.0,0.62832,0.16985
418,0.9381,1.2071,1.89156,1.72261,0.0,0.61551,0.15995
419,1.1344,1.0833,1.54116,2.0826,0.0,0.4784,0.14542
420,1.495,1.4997,1.53628,1.88856,0.0,0.22902,0.06855
421,1.0154,1.151,1.80927,1.81286,0.0,0.56027,0.1527
422,1.4237,1.4123,1.92663,1.55898,0.0,0.23879,0.07676
423,1.0163,0.8262,2.53568,1.08033,0.0,0.71077,0.18914
424,1.3007,0.8741,1.58871,2.00789,0.0,0.55129,0.1506
425,1.2838,0.8874,1.23604,2.37284,0.0,0.60868,0.15266
426,1.2127,1.1108,1.02307,2.60458,0.0,0.50496,0.14012
427,1.009,1.2505,1.85434,1.7557,0.0,0.55719,0.14344
428,1.4531,1.168,1.75115,1.7905,0.0,0.28543,0.09407
429,1.3493,0.873,1.47939,2.1107,0.0,0.61578,0.14698
430,1.3684,1.3911,1.42043,2.09269,0.0,0.29324,0.08624
431,1.4027,1.1475,1.78174,1.77935,0.0,0.29232,0.0998
432,1.4147,1.179,1.64111,1.91278,0.0,0.3615,0.10255
433,1.5564,1.3601,0.82228,2.66436,0.0,0.83904,0.10124
434,0.9978,1.2513,1.39926,2.2129,0.0,0.601,0.16108
435,1.5261,1.1378,1.14613,2.39853,0.0,0.39195,0.10611
436,1.472,1.2966,1.78886,1.71476,0.0,0.31839,0.0862
437,1.0145,0.8332,1.79004,1.80903,0.0,0.62105,0.20007
438,0.97,0.8028,1.84307,1.74202,0.0,0.61899,0.20345
439,1.15,1.4874,0.99289,2.54054,0.0,0.35122,0.09909
440,1.0488,1.4243,1.42171,2.1436,0.0,0.32791,0.11954
441,1.5428,1.2523,1.36048,2.13975,0.0,0.31477,0.08684
442,0.8308,1.1786,2.7222,0.89648,0.0,0.81593,0.17537
443,1.5283,1.2423,1.88783,1.60691,0.0,0.26199,0.08576
444,1.3706,1.3044,1.75213,1.78416,0.0,0.26879,0.09365
445,0.7872,1.1045,1.1384,2.47111,0.0,0.6885,0.18765
446,0.8155,1.0399,2.04728,1.549,0.0,0.54197,0.20112
447,0.8975,1.5179,1.86562,1.67897,0.0,0.53801,0.12563
448,1.2639,1.5236,1.71848,1.77421,0.0,0.22401,0.08226
449,1.107,1.1565,1.86223,1.75578,0.0,0.48763,0.133
450,1.2813,1.2628,1.34834,2.22795,0.0,0.34671,0.106
451,1.0971,0.8241,1.67406,1.92709,0.0,0.49816,0.19307
452,0.9004,1.423,1.86858,1.70334,0.0,0.46131,0.14512
453,1.0356,1.0349,1.55419,2.07401,0.0,0.57044,0.17951
454,1.5314,1.5687,1.03593,2.35142,0.0,0.29056,0.07281
455,1.0245,1.5392,1.52091,2.00587,0.0,0.31306,0.11056
456,1.3598,1.3258,1.72765,1.80601,0.0,0.27644,0.08775
457,1.1467,0.8914,1.02366,2.60434,0.0,0.68515,0.16837
458,0.8637,1.0514,1.65065,1.95963,0.0,0.60905,0.20194
459,1.064,1.3012,1.88753,1.7109,0.0,0.42438,0.12294
460,0.8062,1.3151,1.38696,2.19906,0.0,0.47099,0.16836
461,1.2425,1.3896,1.56165,1.98381,0.0,0.2711,0.09685
462,1.0699,0.8046,1.65262,1.94219,0.0,0.64174,0.20411
463,1.4133,1.1886,1.13689,2.43162,0.0,0.39077,0.10808
464,1.2892,1.3867,1.71885,1.81621,0.0,0.27161,0.08826
465,1.1958,1.0428,1.70121,1.91626,0.0,0.52948,0.14357
466,0.9665,1.0758,1.41241,2.21562,0.0,0.59586,0.17165
467,1.0707,1.149,2.1277,1.4962,0.0,0.46955,0.14786
468,1.4872,1.5558,1.98904,1.41806,0.0,0.25046,0.06916
469,1.0395,1.1948,1.79589,1.82123,0.0,0.51794,0.16512
470,1.433,1.2355,1.04282,2.51301,0.0,0.39233,0.10318
471,1.1084,1.1174,2.66618,0.97339,0.0,0.62494,0.15925
472,1.1275,1.5053,1.44544,2.08075,0.0,0.3049,0.09742
473,1.4024,1.3201,1.31284,2.21636,0.0,0.35821,0.0955
474,0.7974,1.2469,1.63679,1.95316,0.0,0.49465,0.16868
475,1.2979,1.447,1.50073,2.01117,0.0,0.32012,0.08681
476,1.2741,1.4702,1.88582,1.62715,0.0,0.25521,0.08302
477,0.857,0.9477,1.01383,2.60174,0.0,0.76159,0.19236
478,1.2228,1.0441,1.89148,1.7215,0.0,0.47241,0.13716
479,1.4976,1.5566,2.47749,0.94047,0.0,0.28663,0.07368
480,1.4438,0.8926,1.18263,2.39968,0.0,0.65551,0.139
481,0.951,1.412,2.73676,0.87255,0.0,0.79138,0.14955
482,1.4283,0.9699,1.42773,2.15143,0.0,0.52283,0.13038
483,1.501,1.1745,1.81709,1.70493,0.0,0.26243,0.0898
484,0.97,1.3435,1.53329,2.05823,0.0,0.44875,0.16255
485,1.4084,1.5207,0.97263,2.48379,0.0,0.3858,0.08437
486,1.053,1.1035,0.92476,2.72021,0.0,0.62589,0.15645
487,1.294,1.3424,1.80026,1.74718,0.0,0.30012,0.09446
488,0.9163,0.9535,1.52357,2.08847,0.0,0.48894,0.18691
489,1.4457,1.085,2.255,1.29988,0.0,0.38641,0.11017
490,1.4362,0.9629,1.64656,1.92447,0.0,0.46551,0.12627
491,0.8549,1.0317,2.17339,1.43405,0.0,0.51117,0.18872
492,1.2604,1.335,0.76967,2.81034,0.0,0.91117,0.11799
493,1.5415,1.2566,1.76075,1.72679,0.0,0.25213,0.08198
494,1.2845,0.795,0.94776,2.65205,0.0,0.77135,0.17579
495,1.2024,0.927,2.16255,1.45387,0.0,0.71141,0.17799
496,0.8403,0.8891,0.75013,2.86137,0.0,0.92785,0.19235
497,1.1998,1.2191,1.7697,1.82711,0.0,0.4377,0.11659
498,1.0056,1.1862,1.87558,1.7433,0.0,0.50928,0.16074
499,0.8193,1.4565,1.63842,1.91433,0.0,0.44259,0.14156
500,1.3879,1.3826,1.75413,1.7531,0.0,0.24004,0.08904
501,0.8892,1.4708,2.36358,1.21062,0.0,0.68205,0.13809
502,1.2066,0.9012,1.9564,1.65478,0.0,0.50741,0.16549
503,1.162,0.9909,1.8561,1.76473,0.0,0.5803,0.17975
504,1.4501,1.2824,2.29023,1.22708,0.0,0.34245,0.09023
505,1.0238,0.9178,0.85683,2.78148,0.0,0.70273,0.17862
506,1.0044,1.1208,2.26991,1.3596,0.0,0.57426,0.16258
507,0.9269,0.798,0.80558,2.78784,0.0,0.92044,0.19458
508,1.273,1.4589,1.50612,2.00775,0.0,0.25316,0.0863
509,1.3307,1.1615,1.45136,2.13281,0.0,0.34994,0.11052
510,1.1018,1.1084,2.38683,1.24405,0.0,0.46992,0.15297
511,1.4143,1.5311,2.29364,1.16231,0.0,0.35301,0.07923
512,1.3022,1.3555,0.91367,2.64385,0.0,0.42643,0.10621
513,1.2774,1.3492,0.87429,2.69254,0.0,0.4869,0.11675
514,0.9684,1.4475,1.80297,1.76241,0.0,0.51136,0.12788
515,0.8529,1.4923,2.35515,1.20977,0.0,0.63538,0.13809
516,0.9396,1.2749,1.84053,1.76428,0.0,0.63338,0.1494
517,1.0571,1.2388,1.63452,1.97544,0.0,0.46393,0.13929
518,1.1672,1.3483,1.00344,2.57909,0.0,0.39054,0.10999
519,1.4339,0.9637,1.37236,2.20734,0.0,0.54707,0.13628
520,1.2667,1.3088,1.3318,2.23567,0.0,0.34764,0.10288
521,0.9474,0.9756,1.69322,1.92415,0.0,0.57319,0.18279
522,1.0814,1.4812,2.78697,0.80278,0.0,0.81716,0.13434
523,1.3849,0.8426,1.3452,2.23723,0.0,0.58717,0.147
524,1.2453,1.3475,1.14795,2.41665,0.0,0.38309,0.10137
525,1.473,0.9792,1.84994,1.70581,0.0,0.37923,0.12241
526,1.0312,1.1006,1.82837,1.79709,0.0,0.50742,0.15736
527,1.4904,1.3023,1.42011,2.08246,0.0,0.29546,0.08593
528,1.4514,1.0271,2.10609,1.45207,0.0,0.37637,0.13542
529,1.3568,1.5003,1.57641,1.89733,0.0,0.22612,0.07287
530,1.538,0.9769,1.78007,1.7547,0.0,0.36565,0.1136
531,1.1572,1.496,2.12816,1.41032,0.0,0.35538,0.09982
532,1.124,1.2105,1.63759,1.97164,0.0,0.43388,0.12689
533,0.7887,1.159,2.32912,1.26582,0.0,0.65323,0.19063
534,1.5613,1.0844,1.50387,2.0204,0.0,0.36635,0.10177
535,0.9458,1.2454,1.36525,2.24779,0.0,0.57669,0.16322
536,1.1542,0.8011,2.55825,1.05735,0.0,0.57593,0.17252
537,0.9801,1.4991,1.35419,2.19013,0.0,0.44823,0.13738
538,1.2375,1.3384,1.47189,2.0911,0.0,0.35763,0.106
539,1.0206,1.1724,1.04759,2.58604,0.0,0.47492,0.15058
540,1.0884,1.264,2.13758,1.46997,0.0,0.39525,0.12588
541,0.8766,0.8826,1.61083,1.97821,0.0,0.5993,0.20708
542,1.0036,1.3737,0.83963,2.75721,0.0,0.82345,0.13208
543,1.195,1.0734,1.75087,1.86488,0.0,0.47359,0.13896
544,0.9297,1.0494,1.7509,1.86898,0.0,0.54502,0.1867
545,0.879,0.8224,1.2514,2.32607,0.0,0.71229,0.20656
546,1.3543,1.4372,1.2856,2.21658,0.0,0.33594,0.08694
547,1.1508,1.012,2.26538,1.36138,0.0,0.72148,0.16947
548,1.2241,1.5702,0.61365,2.87598,0.0,0.83556,0.09482
549,1.4846,1.372,2.44845,1.03422,0.0,0.38629,0.08661
550,1.1402,1.2096,2.17908,1.43232,0.0,0.42275,0.12398
551,1.2763,0.9159,1.77086,1.83218,0.0,0.45001,0.15521
552,1.3888,0.9354,2.66297,0.92778,0.0,0.74062,0.14237
553,1.3912,1.509,1.72171,1.73794,0.0,0.24854,0.07135
554,1.5076,0.9252,1.45631,2.09928,0.0,0.54118,0.12952
555,1.1923,1.2729,1.40475,2.18513,0.0,0.36844,0.11154
556,1.2137,1.4015,2.14238,1.41347,0.0,0.38857,0.10178
557,1.5081,1.4422,1.38255,2.06379,0.0,0.27633,0.07468
558,1.034,0.9287,2.16865,1.45418,0.0,0.54441,0.1825
559,1.4983,1.5035,2.16649,1.26016,0.0,0.28548,0.07466
560,0.8362,1.1903,2.4385,1.17122,0.0,0.65662,0.17112
561,0.9077,0.9553,1.42203,2.19076,0.0,0.49852,0.18866
562,1.0546,1.4648,2.94749,0.66055,0.0,0.92851,0.12973
563,1.1717,1.1156,2.23411,1.38519,0.0,0.41449,0.13809
564,1.4862,1.5254,0.8066,2.62839,0.0,0.43468,0.08143
565,1.0433,1.1309,1.63999,1.98413,0.0,0.49561,0.1567
566,1.2196,0.7877,1.69325,1.895,0.0,0.55587,0.16906
567,1.3637,0.8407,2.87865,0.7247,0.0,0.70256,0.14569
568,1.1739,0.8962,1.86848,1.74452,0.0,0.51956,0.16942
569,1.314,1.4376,2.86158,0.68855,0.0,0.81123,0.10695
570,1.251,1.0001,2.75468,0.87327,0.0,0.76589,0.14015
571,1.1199,1.5218,1.01705,2.50573,0.0,0.42679,0.10529
572,1.4692,1.4677,2.21634,1.23702,0.0,0.32574,0.0772
573,0.8238,1.4196,2.02767,1.53949,0.0,0.66224,0.14483
574,1.1441,1.0955,1.51429,2.10822,0.0,0.47656,0.14365
575,1.5114,1.2405,2.89286,0.6236,0.0,0.43052,0.08912
576,1.2099,0.9462,1.4271,2.19131,0.0,0.56998,0.15524
577,1.4378,0.7912,1.73292,1.82112,0.0,0.61507,0.1446
578,1.3189,0.9081,0.86202,2.76098,0.0,0.82602,0.15264
579,1.1578,1.565,2.01096,1.49869,0.0,0.34599,0.09503
580,1.3619,0.8575,1.47397,2.1118,0.0,0.61608,0.14729
581,0.9068,0.9722,1.81199,1.79846,0.0,0.61511,0.1892
582,0.9108,1.3784,2.31869,1.27552,0.0,0.62396,0.14273
583,0.9437,0.9482,2.06005,1.55474,0.0,0.53129,0.18633
584,1.3582,1.2658,1.50203,2.05119,0.0,0.40672,0.10312
585,0.9856,1.5488,2.12615,1.41669,0.0,0.46022,0.1183
586,0.9501,1.491,1.30214,2.24639,0.0,0.63081,0.1462
587,0.9252,1.0335,2.131,1.48945,0.0,0.49388,0.18213
588,1.5682,1.494,2.59401,0.815,0.0,0.33051,0.07259
589,0.9869,1.1346,1.89185,1.73113,0.0,0.61981,0.16759
590,1.0818,1.4135,0.96555,2.60721,0.0,0.37434,0.11218
591,1.1294,1.2878,1.44622,2.14861,0.0,0.37465,0.11551
592,1.5174,0.9754,2.45675,1.08254,0.0,0.59048,0.13147
593,0.8449,1.3408,1.8573,1.72691,0.0,0.55236,0.15092
594,1.0081,1.2159,2.14846,1.4704,0.0,0.52847,0.15202
595,1.0406,1.226,2.31993,1.30116,0.0,0.46974,0.13582
596,1.098,1.0532,2.20851,1.42063,0.0,0.49031,0.16894
597,1.0018,0.9239,2.61077,1.02282,0.0,0.71049,0.18975
598,1.5602,1.1288,2.64848,0.85765,0.0,0.3784,0.10268
599,1.1456,1.1404,1.80049,1.81543,0.0,0.41942,0.14366
600,1.0755,1.2462,2.14338,1.46836,0.0,0.42067,0.13072
601,1.217,1.1229,2.75303,0.87462,0.0,0.56791,0.13878
602,1.0805,1.4937,1.96413,1.58214,0.0,0.38136,0.10728
603,0.9238,0.999,2.42839,1.19613,0.0,0.58233,0.18316
604,0.9968,1.5361,1.15378,2.37564,0.0,0.65729,0.13182
605,0.9941,1.0773,1.59503,2.03151,0.0,0.58887,0.18163
606,1.4776,1.0065,0.8968,2.69494,0.0,0.77622,0.14038
607,0.9834,1.1603,2.77699,0.86763,0.0,0.76163,0.16849
608,1.5688,1.2615,2.63167,0.84376,0.0,0.38344,0.08584
609,1.1077,1.4796,1.75257,1.78963,0.0,0.32288,0.10338
610,0.9604,0.7903,1.42611,2.153,0.0,0.62153,0.19813
611,1.282,1.0942,1.24863,2.3613,0.0,0.44207,0.13058
612,0.8025,1.2366,1.8203,1.77042,0.0,0.54904,0.16688
613,1.0628,1.0072,1.84723,1.77876,0.0,0.54995,0.17796
614,1.3498,1.3465,1.65536,1.87548,0.0,0.3204,0.0885
615,1.2275,1.0798,1.4023,2.21351,0.0,0.42781,0.13295
616,1.0988,1.0556,2.19776,1.43108,0.0,0.46564,0.16922
617,1.4666,0.8265,1.42278,2.13661,0.0,0.64915,0.14098
618,1.1971,1.4968,1.69432,1.82442,0.0,0.27937,0.08849
619,0.8765,1.417,1.99594,1.57799,0.0,0.56111,0.14057
620,1.3767,1.1401,1.24698,2.33611,0.0,0.37082,0.1155
621,1.4091,1.153,2.41985,1.14074,0.0,0.37691,0.1103
622,0.8708,0.9875,1.9195,1.68561,0.0,0.62539,0.19437
623,0.9672,1.4509,1.67999,1.8827,0.0,0.50942,0.12925
624,1.5216,1.1617,1.08489,2.4597,0.0,0.40044,0.10499
625,1.2142,1.0705,1.95043,1.66263,0.0,0.51858,0.13759
626,1.4435,1.1741,1.33125,2.22361,0.0,0.392,0.1015
627,1.4187,1.0377,1.67189,1.9001,0.0,0.34428,0.1162
628,1.1152,1.4833,1.56148,1.97577,0.0,0.32272,0.10159
629,1.0984,0.9848,1.20905,2.42453,0.0,0.59926,0.16589
630,1.4604,1.0822,2.2974,1.25285,0.0,0.32979,0.11041
631,1.0693,1.0241,2.01253,1.61479,0.0,0.67283,0.18266
632,0.8436,0.9568,2.58402,1.02236,0.0,0.77844,0.20286
633,1.1379,1.3968,1.79882,1.76583,0.0,0.29637,0.10524
634,1.2682,1.0661,2.41776,1.19248,0.0,0.40745,0.13693
635,0.7912,1.1392,1.7324,1.8614,0.0,0.56231,0.18441
636,1.4969,1.0092,1.37172,2.18847,0.0,0.42871,0.12349
637,1.447,1.358,2.58708,0.91995,0.0,0.40198,0.0973
638,1.0945,1.3729,1.4259,2.15063,0.0,0.34762,0.11363
639,1.2955,1.3237,1.79793,1.75431,0.0,0.27028,0.09251
640,1.2382,1.5183,1.53951,1.95968,0.0,0.22292,0.08537
641,1.2908,1.1242,2.42053,1.17923,0.0,0.41441,0.12766
642,1.1908,0.9231,2.10032,1.51611,0.0,0.57634,0.17696
643,1.3304,0.8149,1.46473,2.11912,0.0,0.62262,0.15059
644,1.0111,0.9108,2.76858,0.87142,0.0,0.77956,0.18458
645,1.0867,1.1061,1.02041,2.61912,0.0,0.64545,0.15094
646,1.0918,1.2442,1.41492,2.19372,0.0,0.41036,0.12784
647,1.4713,1.2858,1.84534,1.66105,0.0,0.25624,0.08513
648,1.2321,1.4206,1.49543,2.04211,0.0,0.3211,0.09448
649,1.0872,1.2311,1.14451,2.47324,0.0,0.40995,0.13321
650,1.2348,1.5399,1.44249,2.04775,0.0,0.27663,0.08567
651,1.3434,1.3557,1.56296,1.96756,0.0,0.29655,0.09164
652,0.8942,1.0625,1.86828,1.74663,0.0,0.52087,0.19285
653,1.4843,0.8478,1.61479,1.9377,0.0,0.57511,0.13736
654,1.2258,0.9172,1.99847,1.6123,0.0,0.62914,0.18547
655,1.546,1.0979,1.52853,1.99841,0.0,0.37561,0.10265
656,0.8871,1.0217,0.96277,2.67037,0.0,0.77243,0.18613
657,0.9593,0.8449,1.91823,1.67789,0.0,0.64083,0.20719
658,1.0123,1.023,2.41748,1.2171,0.0,0.64162,0.17481
659,1.0099,1.462,2.02513,1.53954,0.0,0.42694,0.12288
660,0.8779,1.0828,1.92012,1.69248,0.0,0.61527,0.19077
661,1.1462,0.931,0.92235,2.71588,0.0,0.74638,0.1638
662,1.3612,0.8435,0.7787,2.83305,0.0,0.86528,0.15739
663,1.5625,1.5528,1.57398,1.79832,0.0,0.23975,0.06457
664,1.1254,1.5677,0.84107,2.6622,0.0,0.37382,0.10107
665,1.324,0.8126,1.13576,2.45725,0.0,0.6519,0.15781
666,1.3213,1.2901,1.29672,2.26421,0.0,0.34594,0.10034
667,0.8933,0.96,1.86921,1.73714,0.0,0.61261,0.19404
668,0.9536,0.9183,0.74857,2.88953,0.0,0.78667,0.18108
669,0.8928,1.0056,2.02953,1.58251,0.0,0.57795,0.19198
670,0.8138,1.1915,1.891,1.70575,0.0,0.57501,0.17776
671,1.2987,1.2246,1.55634,2.02096,0.0,0.32529,0.10878
672,0.9712,0.8714,2.7891,0.84187,0.0,0.72769,0.18856
673,1.4826,1.5613,1.60693,1.79526,0.0,0.24775,0.07269
674,1.1058,1.155,1.91169,1.7068,0.0,0.53191,0.14479
675,0.9286,0.7932,1.24359,2.33368,0.0,0.81092,0.21069
676,0.8472,1.1933,1.68226,1.92232,0.0,0.49927,0.16978
677,1.1937,0.9077,1.66318,1.9499,0.0,0.55701,0.16285
678,1.4679,1.3878,1.43204,2.0493,0.0,0.3879,0.08747
679,1.0935,1.4667,1.80292,1.74656,0.0,0.30591,0.10261
680,1.4172,1.4398,1.86346,1.6145,0.0,0.22528,0.07462
681,0.9484,1.5596,1.41598,2.10648,0.0,0.36878,0.12383
682,1.3631,1.1426,0.87277,2.7311,0.0,0.82534,0.13317
683,0.8672,1.3269,1.28606,2.30794,0.0,0.54441,0.16494
684,1.0108,1.5261,1.6833,1.85212,0.0,0.34112,0.11173
685,0.8554,1.4785,1.73268,1.81869,0.0,0.46293,0.14309
686,1.5097,1.5024,1.52998,1.88781,0.0,0.24157,0.07095
687,1.4995,1.0476,2.15612,1.38281,0.0,0.4187,0.12152
688,1.5304,1.2579,1.90493,1.58474,0.0,0.28106,0.08248
689,1.0895,1.4146,1.22912,2.33684,0.0,0.35964,0.11199
690,0.9824,1.1003,1.93822,1.68637,0.0,0.58989,0.17651
691,1.5359,1.078,1.34532,2.19602,0.0,0.3803,0.10729
692,1.5064,1.3393,1.55171,1.92951,0.0,0.26655,0.07824
693,0.7919,0.9922,1.87383,1.70993,0.0,0.60692,0.20624
694,0.8609,1.3707,1.1898,2.39551,0.0,0.57989,0.1588
695,1.3049,1.4396,1.62012,1.89252,0.0,0.23908,0.08451
696,1.5479,1.5498,0.96757,2.42584,0.0,0.40615,0.08184
697,1.5121,1.238,1.99169,1.50984,0.0,0.31746,0.08796
698,0.8056,1.3833,1.86309,1.70622,0.0,0.57696,0.15011
699,1.4739,0.9738,2.57412,0.98438,0.0,0.69133,0.13741
700,1.0741,0.8779,1.19311,2.42674,0.0,0.62615,0.17723
701,1.1872,1.2316,1.7238,1.87283,0.0,0.45845,0.12441
702,1.0586,1.0491,1.02408,2.6185,0.0,0.65748,0.1608
703,1.4894,1.5076,1.04396,2.38969,0.0,0.31119,0.07815
704,1.0825,1.5026,1.72493,1.81221,0.0,0.3192,0.1065
705,1.2969,1.4025,1.80983,1.71872,0.0,0.25705,0.08855
706,0.9581,1.5166,1.24244,2.29653,0.0,0.60349,0.1394
707,1.1256,1.1852,1.50911,2.10521,0.0,0.50454,0.1307
708,1.3381,1.5275,1.65028,1.8185,0.0,0.23634,0.07818
709,0.956,1.0784,1.8409,1.78191,0.0,0.56493,0.18862
710,1.0012,0.8083,1.29559,2.29756,0.0,0.61476,0.2012
711,1.1856,1.3128,1.21509,2.36932,0.0,0.35478,0.10703
712,1.3957,1.3518,0.89571,2.64047,0.0,0.77066,0.12576
713,0.8665,1.0907,1.68741,1.92419,0.0,0.52774,0.18833
714,1.2962,1.0371,1.75255,1.84825,0.0,0.45733,0.12975
715,0.9362,1.4734,2.321,1.25302,0.0,0.67971,0.13863
716,1.3715,1.1575,2.1257,1.44243,0.0,0.34146,0.10878
717,0.8862,1.2913,1.49155,2.10769,0.0,0.63124,0.18215
718,1.412,0.8665,1.91682,1.65329,0.0,0.46702,0.14439
719,1.1515,0.8367,1.33258,2.27478,0.0,0.62887,0.17324
720,1.308,0.8556,1.32914,2.26889,0.0,0.63102,0.15312
721,0.9346,1.3843,1.54806,2.03291,0.0,0.55923,0.16896
722,0.8649,1.2429,1.21488,2.39611,0.0,0.58828,0.17381
723,0.9887,1.432,2.11719,1.45955,0.0,0.50584,0.13007
724,1.3316,0.9429,1.37153,2.23048,0.0,0.64213,0.14664
725,1.2291,1.351,2.10077,1.46421,0.0,0.3387,0.10202
726,1.3454,1.2546,2.68425,0.888,0.0,0.40869,0.10927
727,1.1282,1.0613,1.67039,1.95346,0.0,0.59891,0.15113
728,1.4316,1.4251,0.78807,2.71343,0.0,0.69419,0.11151
729,0.8658,1.2946,1.49195,2.10457,0.0,0.57707,0.18056
730,1.27,1.042,1.55615,2.05201,0.0,0.46306,0.13528
731,0.8854,1.156,1.85463,1.75781,0.0,0.5671,0.17516
732,1.0215,1.0737,1.01898,2.6234,0.0,0.60621,0.16931
733,1.2283,1.1161,1.8446,1.76214,0.0,0.49347,0.12446
734,1.3423,0.9122,1.30154,2.29877,0.0,0.6613,0.14768
735,1.1644,1.5615,1.6695,1.83014,0.0,0.23673,0.08529
736,1.1707,1.3622,1.78366,1.7852,0.0,0.36118,0.10945
737,1.0762,0.9992,0.79133,2.86095,0.0,0.80036,0.16039
738,0.9726,1.2804,1.57146,2.03339,0.0,0.47504,0.16926
739,1.4057,1.1966,1.18571,2.38095,0.0,0.37534,0.10762
740,1.2059,1.5084,1.25486,2.25551,0.0,0.30528,0.09316
741,1.557,1.1646,1.32588,2.19294,0.0,0.35355,0.09946
742,1.4419,0.8564,1.57908,1.98654,0.0,0.59639,0.14214
743,1.3502,0.9094,2.77637,0.82926,0.0,0.87922,0.1506
744,1.3594,1.4353,1.71262,1.78567,0.0,0.24859,0.08321
745,1.2733,1.0194,1.7799,1.82581,0.0,0.50754,0.13658
746,0.9325,0.9968,1.85859,1.75841,0.0,0.63664,0.19053
747,1.5106,1.1759,2.53736,0.98153,0.0,0.35627,0.10415
748,1.4787,1.3617,0.75466,2.76119,0.0,0.73106,0.11078
749,1.0904,1.1631,1.97582,1.64348,0.0,0.48481,0.14239
750,1.335,1.0306,1.87273,1.71905,0.0,0.43755,0.12559
751,1.2016,0.9102,1.97168,1.64106,0.0,0.61454,0.18716
752,1.2635,0.8351,1.57341,2.02218,0.0,0.61629,0.161
753,0.7863,0.879,1.99867,1.56029,0.0,0.66629,0.21515
754,1.5128,1.3594,1.98781,1.47978,0.0,0.23703,0.07463
755,1.0183,1.1271,2.17789,1.44961,0.0,0.56302,0.16908
756,1.5205,1.3759,1.81639,1.64307,0.0,0.31148,0.08689
757,1.5022,1.0866,1.9811,1.55315,0.0,0.3322,0.11146
758,1.5322,1.0277,2.49325,1.03637,0.0,0.37959,0.12093
759,0.803,0.9526,2.6425,0.95137,0.0,0.88983,0.2151
760,1.0911,1.2275,2.48676,1.13632,0.0,0.47815,0.1355
761,0.7954,1.5569,2.27675,1.25903,0.0,0.69808,0.13793
762,1.155,1.0011,1.26861,2.36112,0.0,0.60453,0.15809
763,1.22,1.3187,1.73489,1.83606,0.0,0.37052,0.12019
764,0.9655,1.1972,2.1967,1.42422,0.0,0.60866,0.15953
765,1.1845,0.9528,1.79487,1.82232,0.0,0.6237,0.16337
766,1.0441,1.3701,1.84317,1.74033,0.0,0.40017,0.12128
767,1.2495,1.4307,2.50139,1.0508,0.0,0.36279,0.10075
768,0.864,1.486,1.26622,2.28311,0.0,0.51379,0.1513
769,1.5497,1.2042,1.28833,2.22554,0.0,0.38963,0.09658
770,1.3247,1.4387,2.01256,1.49902,0.0,0.30334,0.08542
771,1.2672,0.9371,2.38721,1.22485,0.0,0.60101,0.16638
772,1.3863,1.099,1.36366,2.219,0.0,0.39698,0.12003
773,1.3529,0.8484,1.58401,2.00006,0.0,0.61814,0.15125
774,1.3202,1.5014,2.29285,1.20758,0.0,0.4144,0.09105
775,1.0716,0.9608,2.00605,1.61831,0.0,0.5966,0.19611
776,1.4889,1.3635,2.21088,1.26743,0.0,0.36146,0.08307
777,1.2002,1.0044,2.95019,0.69599,0.0,0.89277,0.14756
778,1.0047,0.8624,2.09244,1.51618,0.0,0.64225,0.19854
779,1.1414,1.1416,1.54497,2.07302,0.0,0.52236,0.1344
